#################################################################
# created:  07-Jul-2020 12:44:18
# --------------------------------------------------------------
# program:       20180927.024
# PP:            133726
# UTC:           1538044493634849024 - 1538044517734849024
# name:          ID17_2MW_ne_3.5_NBIblibs_15s
# description:   
# sessionInfo:   
# comment:       Configuration Scans (High Iota)
# tags:      1 - Fuelling: DCH: H2 [5, 5, 5, 5, 5]ms [BG011, BG015] FeedForward
#            2 - Fuelling: DCH: H2 14901ms [BG011] DensityCtrl
#            3 - Fuelling: DCH: H2 57ms [BG015] FlowCtrl
#            4 - Heating: CDA: 3600.0kW
#            5 - Heating: CDA: 0.14399999999997135MJ
#            6 - Heating: CDA: 0.999998000000005s
#            7 - Heating: CDA: 
#            8 - Heating: CDA: 
#            9 - Diagnostics: DBB: 
#           10 - Diagnostics: DBB: 
#           11 - Diagnostics: DBB: 
#           12 - Diagnostics: DBB: 
#           13 - Diagnostics: DBB: 
#           14 - Heating: CBG: 2000.0kW
#           15 - Heating: CBG: 30.000199999999996MJ
#           16 - Heating: CBG: 15.0002s
#           17 - Heating: CBG: X2-mode
#           18 - Heating: CBG: 
#           19 - Heating: CBG: 
#           20 - Heating: CBG: 
#           21 - Heating: CBG: 
#           22 - Heating: CBG: 
#           23 - Heating: CBG: 
#           24 - Heating: CBG: 
#           25 - Heating: CBG: 
#           26 - Magnetic field: AAQ: 
#           27 - Experiment: : Physics
#           28 - Experiment: : Olaf Grulke
#           29 - Experiment: : S53
#           30 - Experiment: : Tamara Andreeva
#           31 - Experiment: : Marcin Jakubowski
#           32 - Experiment: : uhn_005
#           33 - Experiment: : tya_003
#           34 - Experiment: : sjamsa_010
#           35 - Experiment: : thomsen_005
#           36 - Experiment: : kbr_006
#           37 - Experiment: : daz_003
#           38 - Experiment: : daz_004
#           39 - Experiment: : cob_001
#           40 - Experiment: : fwa_008
#           41 - Fuelling: QSQ: Ar
#           42 - Magnetic field: AAE: FMM002+252
# 
# --------------------------------------------------------------
# timeSlice/ref:    /240
# version (status):  (4.1)
# logbook:          https://w7x-logbook.ipp-hgw.mpg.de/log.html?id=XP_20180927.25
# requested by:     tya@ipp.mpg.degeiger@ipp.mpg.de
# processed by:     dinklage@ipp.mpg.de
# contributors:     (1) - geiger@ipp.mpg.de: equilibrium
# contributors:     (2) - golo.fuchert@ipp.mpg.de: TS
# contributors:     (3) - npablant@pppl.gov: XICS
# contributors:     (4) - dinklage@ipp.mpg.de: TS
# contributors:     (5) - dinklage@ipp.mpg.de: TS and Zeff
# contributors:     (6) - dinklage@ipp.mpg.de: TS and Zeff and XICS
# contributors:     (8) - dinklage@ipp.mpg.de: fit to data
# contributors:     (11) - dinklage@ipp.mpg.de: calculated from ne fit and Zeff
# contributors:     (12) - dinklage@ipp.mpg.de: n_e and T_e fits
# contributors:     (13) - dinklage@ipp.mpg.de: n_i and T_i fits
# contributors:     (14) - dinklage@ipp.mpg.de: p_e and p_i fits
# contributors:     (15) - hakan.smith@ipp.mpg.de, dinklage@ipp.mpg.de: Hakan
# contributors:     (16) - yurij.turkin@ipp.mpg.de, dinklage@ipp.mpg.de: NTSS
# contributors:     (17) - kian.rahbarnia@ipp.mpg.de: WDIA
# contributors:     (18) - torsten.stange@ipp.mpg.de, heinrich.laqua@ipp.mpg.de: P_ECRH
# contributors:     (19) - knauer@ipp.mpg.de, jakob.brunner@ipp.mpg.de: IF
# contributors:     (20) - ulrich.neuner@ipp.mpg.de: IP
# contributors:     (21) - andreas.pavone@ipp.mpg.de: ZEFF
# contributors:     (22) - udo.hoefel@ipp.mpg.de, hirsch@ipp.mpg.de: ECE
# 
# configID:         278
# 
# parameters:   1 - densityCorrectionFactor: 1.2000
#               2 - ThomsonVersion: 10.0000
#               3 - LaserID: 3.0000
#               4 - Z: 1.0000
#               5 - Zimp: 6.0000
#               6 - a: 0.5406
#               7 - R: 5.5118
#               8 - B: 2.3802
#               9 - iota23: 0.9476
#              10 - iotaa: 1.0562
#              11 - kappa: 6.1334
#              12 - betaTotal: 0.0044
#              13 - betaPeaking: 3.0392
#              14 - mirrorRatio: 0.0437
# 
# results:      1 - Zeff: 1.52241
#               2 - nc: 0.89551
#               3 - neL: 3.822510^{19} m^{-2}
#               4 - Wdia: 416.2080kJ
#               5 - PECH: 1974.5702kW
#               6 - Te0: 4.1567keV
#               7 - Ti0: 1.8104keV
#               8 - ne0: 2.634910^{19} m^{-3}
#               9 - Ip: 2.7714kA
#              10 - tauLRp: 13.4931s
#              11 - tauLRZ: 13.4931s
#              12 - tauLR: 13.4931s
#              13 - IBCp: 6.9104kA
#              14 - IBCp: 6.9104kA
#              15 - IBC: 6.9104kA
#              16 - neLTS: 3.250710^{19} m^{-2}
#              17 - Wkin: 371.5480kJ
#              18 - tauE: 0.2108s
#              19 - |ne|L: 2.9404m^{-3}
#              20 - tauEISS04: 0.2374s
# 
# fit:          1 - T_i (XICS and TS) fitted with GP06u (params: 0.6         0.3        0.32           3)
#               2 - T_e (TS) fitted with GP06u (params: 0.3           80)
#               3 - n_e (TS) fitted with GP08 (params: 0.5)
#               4 - n_i (TS) fitted with asForNeCorrectedForZeff (params: )
#               5 - p_e (TS) fitted with n_e*T_e (params: )
#               6 - p_i () fitted with n_i*T_i (params: )
#               7 - p () fitted with p_e+p_i (params: )
# 
# --------------------------------------------------------------
#  Profile 1: T_e (keV)
#  TS (raw) golo.fuchert@ipp.mpg.de
#  time:              13.0000s
#  data time:         12.9862s
#  number of slices:  1
#  parameter:         version: 10
#                     laser id: 3
# channel number/1 dx  sx  channel number T_e/keV  dy    sy outlier outside HFS upperHalf
1017.00000000 NaN NaN 2.70818300 0.17141790 NaN   0 NaN NaN NaN 
1018.00000000 NaN NaN 0.65861344 0.11224471 NaN   0 NaN NaN NaN 
1025.00000000 NaN NaN 2.29271900 0.17642838 NaN   0 NaN NaN NaN 
1026.00000000 NaN NaN 2.57340650 0.19271125 NaN   0 NaN NaN NaN 
1035.00000000 NaN NaN 1.91973460 0.31157732 NaN   0 NaN NaN NaN 
1036.00000000 NaN NaN 2.13986200 0.33662054 NaN   0 NaN NaN NaN 
1041.00000000 NaN NaN 2.33702160 0.28397968 NaN   0 NaN NaN NaN 
1042.00000000 NaN NaN 2.27882530 0.31640258 NaN   0 NaN NaN NaN 
1045.00000000 NaN NaN 2.14911600 0.31432780 NaN   0 NaN NaN NaN 
1046.00000000 NaN NaN 1.67839800 0.32946447 NaN   0 NaN NaN NaN 
1053.00000000 NaN NaN 1.24171920 0.14347364 NaN   0 NaN NaN NaN 
1054.00000000 NaN NaN 1.91201210 0.22650911 NaN   0 NaN NaN NaN 
1057.00000000 NaN NaN 1.76762120 0.28829384 NaN   0 NaN NaN NaN 
1058.00000000 NaN NaN 1.76289620 0.49750960 NaN   0 NaN NaN NaN 
1063.00000000 NaN NaN 1.36194190 0.28403828 NaN   0 NaN NaN NaN 
1064.00000000 NaN NaN 1.01576750 0.50539285 NaN   0 NaN NaN NaN 
1069.00000000 NaN NaN 1.25511840 0.34548822 NaN   0 NaN NaN NaN 
1070.00000000 NaN NaN 0.60185266 0.24695459 NaN   0 NaN NaN NaN 
1073.00000000 NaN NaN 0.75218004 0.19105968 NaN   0 NaN NaN NaN 
1074.00000000 NaN NaN 0.91348340 0.21423294 NaN   0 NaN NaN NaN 
1075.00000000 NaN NaN 0.57957065 0.24756685 NaN   0 NaN NaN NaN 
1076.00000000 NaN NaN 0.72795033 0.22906275 NaN   0 NaN NaN NaN 
# --------------------------------------------------------------
#  Profile 3: p_e (kPa)
#  TS (raw) golo.fuchert@ipp.mpg.de
#  time:              13.0000s
#  data time:         12.9862s
#  number of slices:  1
#  parameter:         version: 10
#                     laser id: 3
# channel number/1 dx  sx  channel number p_e/kPa  dy    sy outlier outside HFS upperHalf
1.00000000 NaN NaN 16.57350000 3.58749340 NaN   0 NaN NaN NaN 
2.00000000 NaN NaN 11.20958800 1.46320550 NaN   0 NaN NaN NaN 
3.00000000 NaN NaN 13.15697200 2.00374460 NaN   0 NaN NaN NaN 
4.00000000 NaN NaN 12.90090800 1.37309440 NaN   0 NaN NaN NaN 
5.00000000 NaN NaN 10.96523700 1.94809070 NaN   0 NaN NaN NaN 
6.00000000 NaN NaN 11.43051000 2.32359360 NaN   0 NaN NaN NaN 
7.00000000 NaN NaN 9.44297700 1.17044830 NaN   0 NaN NaN NaN 
8.00000000 NaN NaN 7.13426400 0.77320737 NaN   0 NaN NaN NaN 
9.00000000 NaN NaN 6.88328200 0.80009650 NaN   0 NaN NaN NaN 
10.00000000 NaN NaN 4.59807730 0.53206486 NaN   0 NaN NaN NaN 
11.00000000 NaN NaN 4.21422670 0.52607060 NaN   0 NaN NaN NaN 
12.00000000 NaN NaN 3.38071970 0.51255020 NaN   0 NaN NaN NaN 
13.00000000 NaN NaN 1.22352530 0.20109750 NaN   0 NaN NaN NaN 
14.00000000 NaN NaN 0.32000554 0.07603294 NaN   0 NaN NaN NaN 
15.00000000 NaN NaN 0.01259907 0.00877892 NaN   0 NaN NaN NaN 
16.00000000 NaN NaN 0.09009229 0.13339548 NaN   0 NaN NaN NaN 
1004.00000000 NaN NaN 17.68154500 1.82547590 NaN   0 NaN NaN NaN 
1005.00000000 NaN NaN 17.21003000 1.58251500 NaN   0 NaN NaN NaN 
1006.00000000 NaN NaN 17.47053000 3.42767290 NaN   0 NaN NaN NaN 
1016.00000000 NaN NaN 14.74129800 1.93889950 NaN   0 NaN NaN NaN 
1017.00000000 NaN NaN 13.09744600 1.35170950 NaN   0 NaN NaN NaN 
1018.00000000 NaN NaN 26.38035800 15.23091900 NaN   1 NaN NaN NaN 
1025.00000000 NaN NaN 8.20231700 1.64375230 NaN   0 NaN NaN NaN 
1026.00000000 NaN NaN 9.19075100 1.42415570 NaN   0 NaN NaN NaN 
1035.00000000 NaN NaN 5.24748230 2.07778000 NaN   0 NaN NaN NaN 
1036.00000000 NaN NaN 5.11947730 1.82503250 NaN   0 NaN NaN NaN 
1041.00000000 NaN NaN 4.97363470 1.12604460 NaN   0 NaN NaN NaN 
1042.00000000 NaN NaN 4.39101800 1.07059940 NaN   0 NaN NaN NaN 
1045.00000000 NaN NaN 3.39217780 0.75234956 NaN   0 NaN NaN NaN 
1046.00000000 NaN NaN 3.55631540 1.30931640 NaN   0 NaN NaN NaN 
1053.00000000 NaN NaN 1.93737460 0.37934536 NaN   0 NaN NaN NaN 
1054.00000000 NaN NaN 3.72064040 0.81332266 NaN   0 NaN NaN NaN 
1057.00000000 NaN NaN 2.36003730 0.59514064 NaN   0 NaN NaN NaN 
1058.00000000 NaN NaN 0.68873787 0.43494740 NaN   0 NaN NaN NaN 
1063.00000000 NaN NaN 1.19102870 0.37270707 NaN   0 NaN NaN NaN 
1064.00000000 NaN NaN 0.44788027 0.49710280 NaN   0 NaN NaN NaN 
1069.00000000 NaN NaN 0.51293000 0.26602942 NaN   0 NaN NaN NaN 
1070.00000000 NaN NaN 0.28158012 0.21973363 NaN   0 NaN NaN NaN 
1073.00000000 NaN NaN 0.20173311 0.08081115 NaN   0 NaN NaN NaN 
1074.00000000 NaN NaN 0.19826830 0.06168427 NaN   0 NaN NaN NaN 
1075.00000000 NaN NaN 0.03849867 0.02347266 NaN   0 NaN NaN NaN 
1076.00000000 NaN NaN 0.06946725 0.04834410 NaN   0 NaN NaN NaN 
# --------------------------------------------------------------
#  Profile 4: T_e (keV)
#  TS (raw) golo.fuchert@ipp.mpg.de
#  time:              13.0000s
#  data time:         12.9862s
#  number of slices:  1
#  parameter:         version: 10
#                     laser id: 3
# x/m   y/m   z/m   dx/m   dy/m   dz/m   sx/m   sy/m   sz/m       T_e/keV   dT_e/keV    outlier outside HFS upperHalf
-5.19259175 0.79153200 0.20750925 NaN NaN NaN NaN NaN NaN 5.26782370 1.05203370 NaN   0 NaN NaN NaN 
-5.23324075 0.80014775 0.19289725 NaN NaN NaN NaN NaN NaN 3.79164740 0.42676443 NaN   0 NaN NaN NaN 
-5.27748325 0.81014125 0.18053550 NaN NaN NaN NaN NaN NaN 4.02730370 0.53670675 NaN   0 NaN NaN NaN 
-5.32167525 0.82287400 0.16412125 NaN NaN NaN NaN NaN NaN 3.43455270 0.32712640 NaN   0 NaN NaN NaN 
-5.37028000 0.83519625 0.14889275 NaN NaN NaN NaN NaN NaN 3.17134360 0.49668047 NaN   0 NaN NaN NaN 
-5.41822425 0.84554450 0.13164600 NaN NaN NaN NaN NaN NaN 3.06417400 0.57778317 NaN   0 NaN NaN NaN 
-5.46902225 0.85978950 0.11507925 NaN NaN NaN NaN NaN NaN 2.91913990 0.32330424 NaN   0 NaN NaN NaN 
-5.52203150 0.87273200 0.09915125 NaN NaN NaN NaN NaN NaN 2.37023100 0.22890407 NaN   0 NaN NaN NaN 
-5.57376300 0.88931425 0.09042575 NaN NaN NaN NaN NaN NaN 1.97565560 0.19801202 NaN   0 NaN NaN NaN 
-5.62765825 0.90367150 0.07454225 NaN NaN NaN NaN NaN NaN 1.49252940 0.15290530 NaN   0 NaN NaN NaN 
-5.68935025 0.91583050 0.04825275 NaN NaN NaN NaN NaN NaN 1.15707180 0.11666304 NaN   0 NaN NaN NaN 
-5.75002875 0.93016400 0.03071100 NaN NaN NaN NaN NaN NaN 1.00953910 0.12858298 NaN   0 NaN NaN NaN 
-5.81168500 0.94813900 0.01166650 NaN NaN NaN NaN NaN NaN 0.49858070 0.07181093 NaN   0 NaN NaN NaN 
-5.87558675 0.96402800 -0.00666175 NaN NaN NaN NaN NaN NaN 0.21176288 0.04170653 NaN   0 NaN NaN NaN 
-5.94736375 0.97964575 -0.03260375 NaN NaN NaN NaN NaN NaN 0.02965801 0.01856286 NaN   0 NaN NaN NaN 
-6.00927625 0.99689725 -0.05071625 NaN NaN NaN NaN NaN NaN 0.40212460 0.48817202 NaN   0 NaN NaN NaN 
-5.29280850 0.81456000 0.17557175 NaN NaN NaN NaN NaN NaN 4.27242470 0.38125703 NaN   0 NaN NaN NaN 
-5.27889075 0.81227900 0.18079000 NaN NaN NaN NaN NaN NaN 4.20092200 0.32465250 NaN   0 NaN NaN NaN 
-5.26307900 0.80972400 0.18671275 NaN NaN NaN NaN NaN NaN 6.44991540 1.14440950 NaN   0 NaN NaN NaN 
-5.09108825 0.76729500 0.24391075 NaN NaN NaN NaN NaN NaN 3.59507920 0.41521150 NaN   0 NaN NaN NaN 
-5.07257525 0.76356550 0.25051350 NaN NaN NaN NaN NaN NaN 3.01854900 0.24605632 NaN   0 NaN NaN NaN 
-5.05418750 0.75803700 0.25731950 NaN NaN NaN NaN NaN NaN 24.99998300 13.79078700 NaN   1 NaN NaN NaN 
-4.98229288 0.74012213 0.28084588 NaN NaN NaN NaN NaN NaN 2.23293140 0.41317677 NaN   0 NaN NaN NaN 
-4.97480260 0.73806838 0.28365263 NaN NaN NaN NaN NaN NaN 2.22911380 0.30239870 NaN   0 NaN NaN NaN 
-4.89367360 0.71821888 0.30698500 NaN NaN NaN NaN NaN NaN 1.70608000 0.61617680 NaN   0 NaN NaN NaN 
-4.88662550 0.71661963 0.30949967 NaN NaN NaN NaN NaN NaN 1.49323950 0.47769073 NaN   0 NaN NaN NaN 
-4.85716780 0.70998075 0.32000300 NaN NaN NaN NaN NaN NaN 1.32831420 0.25374860 NaN   0 NaN NaN NaN 
-4.85052990 0.70843892 0.32237633 NaN NaN NaN NaN NaN NaN 1.20266260 0.24103802 NaN   0 NaN NaN NaN 
-4.83219530 0.70858225 0.33099625 NaN NaN NaN NaN NaN NaN 0.98516360 0.16425627 NaN   0 NaN NaN NaN 
-4.82562133 0.70651542 0.33300008 NaN NaN NaN NaN NaN NaN 1.32249780 0.41191956 NaN   0 NaN NaN NaN 
-4.77590200 0.69174825 0.34905075 NaN NaN NaN NaN NaN NaN 0.97382253 0.15393989 NaN   0 NaN NaN NaN 
-4.76938770 0.68977908 0.35102392 NaN NaN NaN NaN NaN NaN 1.21455360 0.22312969 NaN   0 NaN NaN NaN 
-4.74551060 0.68563367 0.35948108 NaN NaN NaN NaN NaN NaN 0.83333440 0.16027601 NaN   0 NaN NaN NaN 
-4.73646042 0.68343433 0.36215992 NaN NaN NaN NaN NaN NaN 0.24384667 0.13776068 NaN   0 NaN NaN NaN 
-4.71145280 0.67821367 0.37430775 NaN NaN NaN NaN NaN NaN 0.54582480 0.12734182 NaN   0 NaN NaN NaN 
-4.70413892 0.67690600 0.37604450 NaN NaN NaN NaN NaN NaN 0.27520560 0.27304038 NaN   0 NaN NaN NaN 
-4.66843170 0.66836700 0.38848900 NaN NaN NaN NaN NaN NaN 0.25507212 0.11212282 NaN   0 NaN NaN NaN 
