#################################################################
# created:  10-Jul-2020 11:34:36
# --------------------------------------------------------------
# program:       20181017.033
# PP:            149545
# UTC:           1539784334993392384 - 1539784353593392384
# name:          ID4_9.5s_55MJ_6MW_prefill_redux
# description:   divertor overload
# sessionInfo:   
# comment:       Divertor Overload
# tags:      1 - Fuelling: DCH: H2 [5, 5, 5, 5, 5]ms [BG011, BG015] FeedForward
#            2 - Fuelling: DCH: H2 9451ms [BG011] DensityCtrl
#            3 - Fuelling: DCH: H2 27ms [BG015] FlowCtrl
#            4 - Diagnostics: DBB: 
#            5 - Diagnostics: DBB: 
#            6 - Diagnostics: DBB: 
#            7 - Diagnostics: DBB: 
#            8 - Diagnostics: DBB: 
#            9 - Heating: CBG: 6070.0kW
#           10 - Heating: CBG: 56.02905350000001MJ
#           11 - Heating: CBG: 9.5002s
#           12 - Heating: CBG: X2-mode
#           13 - Heating: CBG: 
#           14 - Heating: CBG: 
#           15 - Heating: CBG: 
#           16 - Heating: CBG: 
#           17 - Heating: CBG: 
#           18 - Heating: CBG: 
#           19 - Heating: CBG: 
#           20 - Heating: CBG: 
#           21 - Heating: CBG: 
#           22 - Heating: CBG: 
#           23 - Heating: CBG: 
#           24 - Heating: CBG: 
#           25 - Heating: CBG: 
#           26 - Heating: CBG: 
#           27 - Heating: CBG: 
#           28 - Experiment: : Physics
#           29 - Experiment: : Rudolf Brakel
#           30 - Experiment: : S70
#           31 - Experiment: : Marcin Jakubowski
#           32 - Experiment: : Marcin Jakubowski
#           33 - Experiment: : jakubows_005
#           34 - Magnetic field: AAE: EJM+252
#           35 - Magnetic field: AAE: 2-AA78-T1112
# 
# --------------------------------------------------------------
# timeSlice/ref:    /242
# version (status):  (4.1)
# logbook:          https://w7x-logbook.ipp-hgw.mpg.de/log.html?id=XP_20181017.33
# requested by:     dinklage@ipp.mpg.deaxel.koenies@ipp.mpg.dechristoph.slaby@ipp.mpg.de
# processed by:     dinklage@ipp.mpg.de
# contributors:     (1) - geiger@ipp.mpg.de: equilibrium
# contributors:     (2) - golo.fuchert@ipp.mpg.de: TS
# contributors:     (3) - npablant@pppl.gov: XICS
# contributors:     (4) - vecsei.miklos@energia.mta.hu: AM Beam
# contributors:     (5) - dinklage@ipp.mpg.de: TS
# contributors:     (6) - dinklage@ipp.mpg.de: TS and Zeff
# contributors:     (7) - dinklage@ipp.mpg.de: TS and Zeff and XICS
# contributors:     (9) - dinklage@ipp.mpg.de: fit to data
# contributors:     (12) - dinklage@ipp.mpg.de: calculated from ne fit and Zeff
# contributors:     (13) - dinklage@ipp.mpg.de: n_e and T_e fits
# contributors:     (14) - dinklage@ipp.mpg.de: n_i and T_i fits
# contributors:     (15) - dinklage@ipp.mpg.de: p_e and p_i fits
# contributors:     (16) - hakan.smith@ipp.mpg.de, dinklage@ipp.mpg.de: Hakan
# contributors:     (17) - yurij.turkin@ipp.mpg.de, dinklage@ipp.mpg.de: NTSS
# contributors:     (18) - kian.rahbarnia@ipp.mpg.de: WDIA
# contributors:     (19) - torsten.stange@ipp.mpg.de, heinrich.laqua@ipp.mpg.de: P_ECRH
# contributors:     (20) - knauer@ipp.mpg.de, jakob.brunner@ipp.mpg.de: IF
# contributors:     (21) - ulrich.neuner@ipp.mpg.de: IP
# contributors:     (22) - udo.hoefel@ipp.mpg.de, hirsch@ipp.mpg.de: ECE
# 
# configID:         168
# 
# parameters:   1 - densityCorrectionFactor: 1.3800
#               2 - ThomsonVersion: 10.0000
#               3 - LaserID: 3.0000
#               4 - Z: 1.0000
#               5 - Zimp: 6.0000
#               6 - a: 0.5160
#               7 - R: 5.5155
#               8 - B: 3.2001
#               9 - iota23: 0.8903
#              10 - iotaa: 0.9687
#              11 - kappa: 5.7301
#              12 - betaTotal: 0.0033
#              13 - betaPeaking: 3.0303
#              14 - mirrorRatio: 0.0408
# 
# results:      1 - Zeff: 1.70001
#               2 - nc: 0.86001
#               3 - neL: 6.047310^{19} m^{-2}
#               4 - Wdia: 598.1902kJ
#               5 - PECH: 5829.7754kW
#               6 - Te0: 4.5262keV
#               7 - Ti0: 1.6845keV
#               8 - ne0: 4.516310^{19} m^{-3}
#               9 - Ip: 3.0150kA
#              10 - tauLRp: 12.6788s
#              11 - tauLRZ: 12.6788s
#              12 - tauLR: 12.6788s
#              13 - IBCp: 9.7126kA
#              14 - IBCp: 9.7126kA
#              15 - IBC: 9.7126kA
#              16 - neLTS: 5.912110^{19} m^{-2}
#              17 - Wkin: 578.7183kJ
#              18 - tauE: 0.1026s
#              19 - |ne|L: 4.6518m^{-3}
#              20 - tauEISS04: 0.1381s
# 
# fit:          1 - T_i (XICS and TS) fitted with GP06 (params: 0.3          0.2         0.26           15)
#               2 - T_e (TS) fitted with GP06u* (params: 0.3           2           4)
#               3 - n_e (TS/AM) fitted with GP06u* (params: 0.3        0.25        0.25           3)
#               4 - n_i (asForNeCorrectedForZeff) fitted with asForNeCorrectedForZeff (params: )
#               5 - p_e (TS) fitted with n_e*T_e (params: )
#               6 - p_i () fitted with n_i*T_i (params: )
#               7 - p () fitted with p_e+p_i (params: )
# 
# --------------------------------------------------------------
#  Profile 1: T_e (keV)
#  TS (raw) golo.fuchert@ipp.mpg.de
#  time:              3.0000s
#  data time:         2.9872s
#  number of slices:  1
#  parameter:         version: 10
#                     laser id: 3
# channel number/1 dx  sx  channel number T_e/keV  dy    sy outlier outside HFS upperHalf
1006.00000000 NaN NaN 1.79974780 0.15789805 NaN   0 NaN NaN NaN 
1016.00000000 NaN NaN 4.04208230 0.22700453 NaN   0 NaN NaN NaN 
1017.00000000 NaN NaN 4.05400850 0.23470446 NaN   0 NaN NaN NaN 
1018.00000000 NaN NaN 2.48411660 0.25775620 NaN   0 NaN NaN NaN 
1025.00000000 NaN NaN 3.53094860 0.23995283 NaN   0 NaN NaN NaN 
1026.00000000 NaN NaN 3.55683920 0.24778923 NaN   0 NaN NaN NaN 
1035.00000000 NaN NaN 2.97840980 0.40090100 NaN   0 NaN NaN NaN 
1036.00000000 NaN NaN 3.30138600 0.44522735 NaN   0 NaN NaN NaN 
1041.00000000 NaN NaN 3.58177830 0.39787728 NaN   0 NaN NaN NaN 
1042.00000000 NaN NaN 4.07942960 0.38989800 NaN   0 NaN NaN NaN 
1045.00000000 NaN NaN 2.92591000 0.44899330 NaN   0 NaN NaN NaN 
1046.00000000 NaN NaN 2.85290930 0.45915544 NaN   0 NaN NaN NaN 
1053.00000000 NaN NaN 1.63281140 0.18864813 NaN   0 NaN NaN NaN 
1054.00000000 NaN NaN 2.72203060 0.31123185 NaN   0 NaN NaN NaN 
1057.00000000 NaN NaN 2.54037950 0.45669920 NaN   0 NaN NaN NaN 
1058.00000000 NaN NaN 2.57369400 0.65188780 NaN   0 NaN NaN NaN 
1063.00000000 NaN NaN 2.91188430 0.36754334 NaN   0 NaN NaN NaN 
1064.00000000 NaN NaN 3.63407160 1.35335340 NaN   0 NaN NaN NaN 
1069.00000000 NaN NaN 3.02374980 0.75884710 NaN   0 NaN NaN NaN 
1070.00000000 NaN NaN 0.14703366 0.25069007 NaN   0 NaN NaN NaN 
1073.00000000 NaN NaN 1.74097140 0.53413290 NaN   0 NaN NaN NaN 
1074.00000000 NaN NaN 1.80779000 0.57403730 NaN   0 NaN NaN NaN 
1075.00000000 NaN NaN 1.80410210 0.59704260 NaN   0 NaN NaN NaN 
1076.00000000 NaN NaN 1.63887950 0.49358420 NaN   0 NaN NaN NaN 
# --------------------------------------------------------------
#  Profile 3: p_e (kPa)
#  TS (raw) golo.fuchert@ipp.mpg.de
#  time:              3.0000s
#  data time:         2.9872s
#  number of slices:  1
#  parameter:         version: 10
#                     laser id: 3
# channel number/1 dx  sx  channel number p_e/kPa  dy    sy outlier outside HFS upperHalf
1.00000000 NaN NaN 22.64726800 3.91906100 NaN   0 NaN NaN NaN 
2.00000000 NaN NaN 21.18987500 2.72465280 NaN   0 NaN NaN NaN 
3.00000000 NaN NaN 22.77859100 3.17015400 NaN   0 NaN NaN NaN 
4.00000000 NaN NaN 22.62135500 2.35069010 NaN   0 NaN NaN NaN 
5.00000000 NaN NaN 23.66420700 3.86456730 NaN   0 NaN NaN NaN 
6.00000000 NaN NaN 22.61744100 3.63004100 NaN   0 NaN NaN NaN 
7.00000000 NaN NaN 17.38457000 1.79428480 NaN   0 NaN NaN NaN 
8.00000000 NaN NaN 11.94731600 1.18864760 NaN   0 NaN NaN NaN 
9.00000000 NaN NaN 9.90704200 1.02052200 NaN   0 NaN NaN NaN 
10.00000000 NaN NaN 6.07162860 0.71587175 NaN   0 NaN NaN NaN 
11.00000000 NaN NaN 4.95595700 0.56177235 NaN   0 NaN NaN NaN 
12.00000000 NaN NaN 2.59007330 0.43465140 NaN   0 NaN NaN NaN 
13.00000000 NaN NaN 1.54461350 0.16524968 NaN   0 NaN NaN NaN 
14.00000000 NaN NaN 0.40463248 0.06073659 NaN   0 NaN NaN NaN 
15.00000000 NaN NaN 0.10583697 0.02226240 NaN   0 NaN NaN NaN 
16.00000000 NaN NaN 8.65423900 12.35195350 NaN   1 NaN NaN NaN 
1004.00000000 NaN NaN 28.17533900 2.59351160 NaN   0 NaN NaN NaN 
1005.00000000 NaN NaN 30.40330700 2.50284650 NaN   0 NaN NaN NaN 
1006.00000000 NaN NaN 72.08784500 6.32451400 NaN   1 NaN NaN NaN 
1016.00000000 NaN NaN 24.29888500 2.55653930 NaN   0 NaN NaN NaN 
1017.00000000 NaN NaN 23.38083000 2.65108800 NaN   0 NaN NaN NaN 
1018.00000000 NaN NaN 2.11370940 0.44346818 NaN   0 NaN NaN NaN 
1025.00000000 NaN NaN 11.11541300 1.72182460 NaN   0 NaN NaN NaN 
1026.00000000 NaN NaN 12.42239800 2.14432500 NaN   0 NaN NaN NaN 
1035.00000000 NaN NaN 7.78363940 2.53328350 NaN   0 NaN NaN NaN 
1036.00000000 NaN NaN 7.37048960 2.18485380 NaN   0 NaN NaN NaN 
1041.00000000 NaN NaN 4.22533230 0.74665576 NaN   0 NaN NaN NaN 
1042.00000000 NaN NaN 5.76669300 0.87557113 NaN   0 NaN NaN NaN 
1045.00000000 NaN NaN 3.58270720 0.94363370 NaN   0 NaN NaN NaN 
1046.00000000 NaN NaN 2.50047700 0.83286804 NaN   0 NaN NaN NaN 
1053.00000000 NaN NaN 1.50864160 0.25154280 NaN   0 NaN NaN NaN 
1054.00000000 NaN NaN 2.35674790 0.46182656 NaN   0 NaN NaN NaN 
1057.00000000 NaN NaN 1.26544120 0.51707166 NaN   0 NaN NaN NaN 
1058.00000000 NaN NaN 1.04053120 0.53297067 NaN   0 NaN NaN NaN 
1063.00000000 NaN NaN 1.39094150 0.34185863 NaN   0 NaN NaN NaN 
1064.00000000 NaN NaN 0.24505274 0.16915170 NaN   0 NaN NaN NaN 
1069.00000000 NaN NaN 0.21514429 0.09696804 NaN   0 NaN NaN NaN 
1070.00000000 NaN NaN 5.88934370 17.20704300 NaN   1 NaN NaN NaN 
1073.00000000 NaN NaN 0.11471868 0.05869427 NaN   0 NaN NaN NaN 
1074.00000000 NaN NaN 0.10040179 0.05022551 NaN   0 NaN NaN NaN 
1075.00000000 NaN NaN 0.08451361 0.03907410 NaN   0 NaN NaN NaN 
1076.00000000 NaN NaN 0.09778214 0.04466112 NaN   0 NaN NaN NaN 
# --------------------------------------------------------------
#  Profile 4: T_e (keV)
#  TS (raw) golo.fuchert@ipp.mpg.de
#  time:              3.0000s
#  data time:         2.9872s
#  number of slices:  1
#  parameter:         version: 10
#                     laser id: 3
# x/m   y/m   z/m   dx/m   dy/m   dz/m   sx/m   sy/m   sz/m       T_e/keV   dT_e/keV    outlier outside HFS upperHalf
-5.19259175 0.79153200 0.20750925 NaN NaN NaN NaN NaN NaN 4.26137970 0.67061670 NaN   0 NaN NaN NaN 
-5.23324075 0.80014775 0.19289725 NaN NaN NaN NaN NaN NaN 4.39692400 0.50522786 NaN   0 NaN NaN NaN 
-5.27748325 0.81014125 0.18053550 NaN NaN NaN NaN NaN NaN 4.51524070 0.56482860 NaN   0 NaN NaN NaN 
-5.32167525 0.82287400 0.16412125 NaN NaN NaN NaN NaN NaN 4.11100440 0.38596165 NaN   0 NaN NaN NaN 
-5.37028000 0.83519625 0.14889275 NaN NaN NaN NaN NaN NaN 4.24819140 0.62935410 NaN   0 NaN NaN NaN 
-5.41822425 0.84554450 0.13164600 NaN NaN NaN NaN NaN NaN 3.63241840 0.52844310 NaN   0 NaN NaN NaN 
-5.46902225 0.85978950 0.11507925 NaN NaN NaN NaN NaN NaN 3.35802630 0.31057206 NaN   0 NaN NaN NaN 
-5.52203150 0.87273200 0.09915125 NaN NaN NaN NaN NaN NaN 2.59306570 0.22803131 NaN   0 NaN NaN NaN 
-5.57376300 0.88931425 0.09042575 NaN NaN NaN NaN NaN NaN 1.92953420 0.17390545 NaN   0 NaN NaN NaN 
-5.62765825 0.90367150 0.07454225 NaN NaN NaN NaN NaN NaN 1.37692870 0.14463654 NaN   0 NaN NaN NaN 
-5.68935025 0.91583050 0.04825275 NaN NaN NaN NaN NaN NaN 0.93173460 0.08625637 NaN   0 NaN NaN NaN 
-5.75002875 0.93016400 0.03071100 NaN NaN NaN NaN NaN NaN 0.58061000 0.08399345 NaN   0 NaN NaN NaN 
-5.81168500 0.94813900 0.01166650 NaN NaN NaN NaN NaN NaN 0.32193306 0.02951356 NaN   0 NaN NaN NaN 
-5.87558675 0.96402800 -0.00666175 NaN NaN NaN NaN NaN NaN 0.11394722 0.01401239 NaN   0 NaN NaN NaN 
-5.94736375 0.97964575 -0.03260375 NaN NaN NaN NaN NaN NaN 0.05200875 0.00834850 NaN   0 NaN NaN NaN 
-6.00927625 0.99689725 -0.05071625 NaN NaN NaN NaN NaN NaN 24.99991000 29.65820900 NaN   1 NaN NaN NaN 
-5.29280850 0.81456000 0.17557175 NaN NaN NaN NaN NaN NaN 4.39532140 0.35181406 NaN   0 NaN NaN NaN 
-5.27889075 0.81227900 0.18079000 NaN NaN NaN NaN NaN NaN 4.49930570 0.31965244 NaN   0 NaN NaN NaN 
-5.26307900 0.80972400 0.18671275 NaN NaN NaN NaN NaN NaN 25.00000000 0.00000000 NaN   1 NaN NaN NaN 
-5.09108825 0.76729500 0.24391075 NaN NaN NaN NaN NaN NaN 3.75206900 0.33382090 NaN   0 NaN NaN NaN 
-5.07257525 0.76356550 0.25051350 NaN NaN NaN NaN NaN NaN 3.59968850 0.35094480 NaN   0 NaN NaN NaN 
-5.05418750 0.75803700 0.25731950 NaN NaN NaN NaN NaN NaN 0.53108364 0.09684368 NaN   0 NaN NaN NaN 
-4.98229288 0.74012213 0.28084588 NaN NaN NaN NaN NaN NaN 1.96482470 0.27350733 NaN   0 NaN NaN NaN 
-4.97480260 0.73806838 0.28365263 NaN NaN NaN NaN NaN NaN 2.17987100 0.34427860 NaN   0 NaN NaN NaN 
-4.89367360 0.71821888 0.30698500 NaN NaN NaN NaN NaN NaN 1.63112750 0.48334274 NaN   0 NaN NaN NaN 
-4.88662550 0.71661963 0.30949967 NaN NaN NaN NaN NaN NaN 1.39344440 0.36784005 NaN   0 NaN NaN NaN 
-4.85716780 0.70998075 0.32000300 NaN NaN NaN NaN NaN NaN 0.73629490 0.10118794 NaN   0 NaN NaN NaN 
-4.85052990 0.70843892 0.32237633 NaN NaN NaN NaN NaN NaN 0.88230150 0.10408992 NaN   0 NaN NaN NaN 
-4.83219530 0.70858225 0.33099625 NaN NaN NaN NaN NaN NaN 0.76425797 0.16360083 NaN   0 NaN NaN NaN 
-4.82562133 0.70651542 0.33300008 NaN NaN NaN NaN NaN NaN 0.54704684 0.15952970 NaN   0 NaN NaN NaN 
-4.77590200 0.69174825 0.34905075 NaN NaN NaN NaN NaN NaN 0.57668640 0.06932700 NaN   0 NaN NaN NaN 
-4.76938770 0.68977908 0.35102392 NaN NaN NaN NaN NaN NaN 0.54039305 0.08600033 NaN   0 NaN NaN NaN 
-4.74551060 0.68563367 0.35948108 NaN NaN NaN NaN NaN NaN 0.31090876 0.11408385 NaN   0 NaN NaN NaN 
-4.73646042 0.68343433 0.36215992 NaN NaN NaN NaN NaN NaN 0.25234100 0.11234251 NaN   0 NaN NaN NaN 
-4.71145280 0.67821367 0.37430775 NaN NaN NaN NaN NaN NaN 0.29814285 0.06287450 NaN   0 NaN NaN NaN 
-4.70413892 0.67690600 0.37604450 NaN NaN NaN NaN NaN NaN 0.04208775 0.02446095 NaN   0 NaN NaN NaN 
-4.66843170 0.66836700 0.38848900 NaN NaN NaN NaN NaN NaN 0.04440926 0.01662585 NaN   0 NaN NaN NaN 
-4.65860300 0.66734367 0.39077642 NaN NaN NaN NaN NaN NaN 24.99998700 59.31641800 NaN   1 NaN NaN NaN 
-4.63728100 0.66528488 0.39983600 NaN NaN NaN NaN NaN NaN 0.04112748 0.01683942 NaN   0 NaN NaN NaN 
-4.62515800 0.66157563 0.40200100 NaN NaN NaN NaN NaN NaN 0.03466435 0.01339931 NaN   0 NaN NaN NaN 
